Precio (dolares),Número de Habitaciones,Piso,Barrio
227218,3,8,7
26712,4,7,38
853035,1,8,15
445880,3,12,42
301821,3,19,18
732514,4,18,50
325211,2,17,15
322371,2,2,34
276564,4,6,16
785177,2,15,13
299981,3,11,20
899958,5,4,2
574693,5,7,47
594936,5,10,43
233584,2,17,40
314956,1,13,20
103111,1,4,39
150838,4,7,23
44055,3,2,4
335896,4,1,32
865275,2,2,33
332593,5,4,8
976849,1,7,44
164401,1,7,3
540150,4,19,7
954805,2,16,2
927252,5,12,6
857846,1,8,25
82988,5,10,36
758974,5,1,18
67571,2,1,13
985006,1,11,23
40631,3,13,44
95645,2,7,16
66485,1,11,27
211128,5,9,9
333211,2,3,36
323028,5,1,20
135251,3,16,18
463498,4,2,1
846735,5,4,20
146043,1,17,48
292039,4,15,48
948155,2,19,13
368522,5,9,44
228544,5,17,5
999370,5,6,21
653042,3,10,4
765226,1,10,11
933963,1,12,44
220604,4,3,5
868381,3,12,6
632599,4,11,8
500238,5,8,38
122950,5,2,50
742378,3,12,44
128254,3,7,30
290500,2,10,40
854482,5,17,36
668507,1,15,20
367711,5,2,7
921152,2,3,22
936955,4,15,22
923205,1,8,42
854714,4,8,49
874109,2,14,22
705211,2,16,23
935658,3,20,11
237422,4,9,4
111932,3,1,27
381405,4,10,16
302437,5,12,22
122448,1,10,34
85006,4,18,43
240063,2,5,31
564113,2,13,30
486585,2,20,32
70332,2,4,49
220247,1,16,2
399206,5,6,26
604216,1,12,33
362994,1,19,26
509609,5,9,8
633481,5,7,32
524431,4,9,49
251035,1,18,10
840525,5,20,50
635033,2,4,27
658839,2,12,38
68953,5,2,49
820129,3,3,49
861689,4,17,10
722132,1,13,14
865797,1,10,7
853043,1,13,50
70285,4,11,38
813353,5,5,9
487780,1,18,24
645963,1,4,5
107227,3,3,2
415852,3,5,16
243801,5,1,43
933130,2,17,3
544789,5,14,38
36078,5,3,3
473232,3,7,8
562387,4,9,28
753280,3,13,32
228005,2,14,29
905470,3,12,4
553344,3,19,41
797008,1,12,35
435628,4,5,23
384174,5,11,44
109905,5,12,17
249462,2,12,39
169239,1,10,19
858061,2,19,34
858547,5,3,26
734873,4,9,18
893289,4,2,29
498310,3,13,44
961387,4,11,40
857973,3,4,35
488790,2,5,49
759230,2,12,44
389920,2,8,43
542172,2,7,24
833659,4,14,4
74387,4,13,33
419972,1,1,41
392010,1,11,5
291799,4,15,39
850700,4,9,20
938554,3,4,28
861549,2,17,29
460250,4,6,35
506411,4,14,48
576637,1,11,10
148845,3,8,8
526953,3,17,17
231661,4,2,26
772667,2,9,23
944376,2,15,45
256580,1,12,33
367918,1,8,16
168031,3,20,32
185175,1,15,19
713215,3,11,30
218376,3,10,40
726759,2,8,27
399976,2,13,21
515482,3,20,6
268143,5,10,40
783624,1,20,35
647077,2,14,47
474389,1,4,9
399969,3,17,11
152037,3,4,37
905745,4,11,14
330687,2,20,33
185478,5,9,18
962746,5,20,48
227205,5,15,27
410703,4,1,23
824932,1,4,30
914953,2,16,30
214617,5,2,21
380811,1,16,2
374965,1,10,15
202752,1,2,8
126524,2,15,18
729406,3,3,19
284951,3,2,23
767383,5,5,13
522455,1,5,8
952100,3,4,13
354567,1,14,39
54516,4,15,34
513993,2,15,35
335896,4,5,23
700682,5,20,14
95409,2,20,47
723781,1,7,37
781070,1,10,1
943082,3,16,18
154858,4,6,32
114426,5,9,37
830667,1,2,44
944396,4,8,18
158478,2,17,25
115541,3,18,31
330768,2,15,27
794210,2,7,10
172286,4,8,14
714431,4,7,7
171765,3,10,45
286669,3,3,36
537711,2,17,17
556369,1,12,10
374052,5,14,4
184366,3,5,13
550511,2,9,11
333179,4,3,50
901185,2,7,50
134898,4,5,4
840041,1,18,10
336002,5,16,13
706014,2,13,46
696037,1,14,37
951586,5,17,28
755751,5,17,12
752066,3,12,16
705761,3,16,3
849274,2,10,46
869521,2,17,22
318685,1,9,38
923005,4,3,45
749794,5,13,27
591734,2,12,48
753875,2,20,32
459354,5,8,1
727984,2,13,8
539331,5,11,45
667993,2,7,45
190867,4,15,30
834605,1,2,42
966519,4,19,40
618146,1,4,2
493789,3,11,10
787493,1,10,11
454103,5,8,25
922617,4,8,21
141333,3,4,39
622759,3,14,35
70895,3,1,33
552385,3,20,28
782633,5,3,21
909117,1,15,7
58975,3,15,36
539185,3,8,47
50640,4,7,48
670476,1,19,31
221633,4,19,50
876731,3,5,50
809874,5,1,36
727636,3,17,8
586384,2,7,13
929848,4,3,1
390045,1,12,16
980854,5,14,34
390743,3,3,18
957250,4,2,25
723527,5,8,5
838006,5,5,30
857164,1,13,25
688976,2,9,34
678342,4,10,31
125305,5,11,4
973588,5,5,2
546731,2,5,2
706858,2,8,26
258753,1,18,35
25256,2,18,17
126380,5,2,14
523369,4,4,5
383005,1,1,20
197265,4,19,9
930405,1,12,25
769751,2,11,22
53808,5,3,30
413870,2,13,13
717457,2,12,44
630037,1,15,29
667142,3,9,14
909383,5,14,31
942680,3,12,37
93873,3,2,22
68198,4,19,41
669367,1,1,42
268062,2,1,12
991061,3,17,44
82991,5,7,37
515535,2,12,22
170256,2,14,46
893674,4,12,30
938061,3,17,13
296132,5,13,13
669013,1,2,43
492220,2,1,38
304156,3,1,17
186599,2,4,47
558231,2,9,28
365979,5,14,39
925803,1,11,23
182149,2,20,14
704392,4,3,44
116461,3,15,30
581245,1,20,18
795368,1,17,48
294393,2,15,8
728119,2,18,14
435177,1,19,42
899833,1,11,26
704415,4,7,28
96284,5,3,38
450709,2,10,35
844226,5,16,34
26131,3,18,49
742992,4,2,8
454677,3,18,44
955779,1,17,37
629226,4,5,7
570082,2,17,32
785827,2,20,24
91535,3,3,47
374675,3,10,17
906064,1,3,37
369399,5,13,26
30260,3,3,12
118035,1,17,39
472940,5,7,30
101662,2,17,30
455333,3,20,29
437166,5,14,39
511630,3,7,43
491355,2,11,48
311664,1,10,3
387970,3,12,31
57505,3,6,33
984219,5,19,41
352041,5,5,17
845631,5,6,48
571635,5,12,23
547636,4,6,26
441142,3,12,7
826137,4,6,25
56813,4,2,23
243136,1,2,9
859415,3,8,17
711330,2,5,10
288000,2,17,40
102189,1,12,17
336943,3,3,24
296181,1,4,37
207228,4,19,2
181428,2,13,28
391268,1,20,12
718756,3,12,38
427186,3,16,16
652040,2,18,10
857640,5,18,14
933203,5,2,46
992838,5,1,29
188913,5,14,5
685789,1,18,30
300485,2,6,4
261131,4,19,4
228843,1,17,28
846229,2,20,25
642328,2,17,16
688252,3,1,9
173702,3,2,4
280201,2,16,15
500901,5,17,23
226162,5,6,46
469807,4,14,45
400216,1,16,8
850061,2,7,40
886323,2,13,5
195780,4,6,32
287749,2,7,12
230945,3,7,41
577469,5,17,30
516495,2,15,37
887578,2,3,23
653365,4,5,48
117328,4,19,38
320980,3,1,45
794249,2,5,39
599070,4,5,3
952966,4,18,10
248434,1,16,3
653739,1,12,42
338075,5,9,39
569910,1,1,22
631631,2,2,26
119401,1,17,2
883818,3,1,32
976845,5,4,34
152892,4,16,40
700770,5,4,29
508802,5,3,42
780726,2,18,16
953774,3,18,18
296900,3,16,23
499067,4,19,28
886578,4,19,43
139813,5,16,16
202986,2,4,39
65153,5,19,32
971560,4,14,3
580168,1,9,27
405320,3,19,39
803336,3,5,14
810518,2,16,19
67299,5,8,18
403182,5,2,49
258126,4,6,18
173261,2,10,3
232344,5,7,26
405463,1,17,15
964385,5,6,19
671809,1,17,35
98985,4,4,22
729008,4,12,49
694541,3,7,25
547492,1,19,46
971097,5,8,36
867156,2,13,2
50715,2,18,43
216485,2,13,4
730560,1,15,47
253961,2,19,45
133431,4,19,40
507078,2,4,23
97923,1,13,22
759225,3,12,24
601826,2,4,24
812356,4,5,21
987844,4,14,24
309626,3,5,48
42777,1,1,35
605254,5,20,43
841427,5,4,6
905562,5,20,14
364623,3,12,34
31720,1,4,24
921590,5,12,23
974542,5,12,38
114645,2,19,13
878013,1,5,26
639712,1,17,7
484985,4,1,4
275512,5,16,29
688926,2,7,30
823194,4,1,7
397859,4,1,25
293313,5,5,25
765868,1,10,11
636497,5,15,15
988789,5,2,37
762074,5,9,27
569157,1,17,16
962637,2,9,12
888198,2,14,15
436659,2,15,43
68628,5,9,27
189127,2,14,49
885684,3,12,41
360228,2,5,11
801340,4,19,21
779410,3,2,9
922646,3,10,16
413455,5,19,5
548986,4,11,14
382577,1,19,33
37676,4,11,17
425975,3,4,16
757950,5,6,33
488035,2,2,23
422990,3,7,5
694201,2,12,38
101890,3,18,7
421136,2,12,49
30570,1,19,46
696246,5,1,49
817528,1,15,37
394501,5,20,23
161895,3,14,5
703988,1,20,49
131991,5,18,41
290276,2,15,9
505098,1,4,22
109270,4,8,41
660674,5,6,22
278795,4,15,17
212056,2,19,18
57617,4,7,45
274139,5,6,21
612389,4,1,28
963386,1,3,17
584911,3,5,32
198515,1,14,35
610888,1,8,45
384054,1,19,18
749091,2,16,3
984769,2,8,33
287969,4,9,2
560768,2,3,8
180870,5,18,17
769361,2,8,24
606464,2,9,26
964254,4,15,35
381228,1,4,23
434884,3,17,37
496137,3,8,49
815796,1,19,9
317271,2,10,44
840295,3,14,8
896241,4,10,2
427102,4,3,49
146221,2,1,30
356327,5,12,18
892242,5,13,44
164625,2,14,30
409508,3,4,14
452569,4,7,33
212455,1,20,20
818593,4,9,48
709927,5,6,21
528145,4,16,47
454839,2,2,45
118189,2,10,5
153068,4,4,28
887708,5,6,7
943013,1,19,12
865212,3,8,41
221555,1,11,45
249801,1,13,43
257365,4,7,28
451504,4,13,48
627681,2,18,32
467432,4,15,34
164909,2,4,35
212129,5,11,8
217154,4,3,34
555824,4,4,38
693469,1,12,30
751586,1,8,7
463075,1,12,7
406576,5,19,18
835795,3,5,30
794792,4,15,26
80996,4,13,26
731940,2,4,7
30391,5,6,29
364819,2,4,49
77581,5,4,15
92014,4,6,39
733403,1,7,50
750014,1,9,35
296164,3,1,32
707276,5,7,39
369085,1,5,19
758190,2,2,45
402631,4,15,11
653089,4,15,32
492488,2,11,34
288886,5,7,37
431018,2,15,25
457244,5,1,48
24338,1,10,34
430720,2,17,2
127649,2,9,36
186184,1,5,27
89268,4,17,39
913910,3,19,14
647498,4,14,40
551362,3,4,17
599493,2,6,6
657828,5,19,5
348871,5,10,46
329162,4,7,50
721159,5,4,18
757159,2,10,7
502917,1,2,18
525324,1,5,11
421357,4,17,40
456140,5,2,26
321134,2,20,5
772409,5,12,12
621318,4,2,37
355240,4,13,40
478510,2,9,37
676711,5,3,24
210700,3,20,27
641671,4,1,42
829589,3,20,18
659155,5,9,10
967057,5,9,15
348203,3,6,11
823957,4,18,10
886861,4,11,49
478363,1,13,13
969447,1,16,32
351674,1,19,14
869252,2,15,26
267241,2,1,8
448091,3,10,31
989878,4,14,20
970348,4,10,45
412780,5,15,38
264635,1,10,47
289841,1,11,23
816703,1,11,23
923835,4,11,31
461447,3,13,16
535868,2,7,6
405819,4,13,20
606768,3,7,8
852556,4,1,32
382421,3,9,29
412093,5,16,18
209829,1,1,17
27657,1,1,34
747296,4,16,17
101356,4,10,27
904225,3,4,36
926344,1,10,49
986107,2,2,38
399124,3,14,20
484166,3,11,6
380151,4,1,3
685012,1,11,48
481849,1,19,24
856428,5,11,6
774667,3,9,13
970689,3,20,50
392132,5,8,36
59949,1,3,37
382952,4,5,46
498748,3,13,3
224999,1,1,38
96139,5,6,46
176044,5,7,38
629151,1,3,2
762075,5,18,44
710725,4,20,30
526646,3,7,26
122352,3,3,24
601224,5,15,49
214861,4,10,9
871058,2,11,13
464371,1,3,32
807213,4,17,6
85583,5,6,21
931783,5,15,26
190562,4,4,25
227031,3,5,10
97081,4,19,29
254147,3,18,35
547882,2,10,38
965340,2,2,47
597266,2,5,43
941267,3,10,45
518146,5,2,27
680019,5,9,41
505406,4,6,20
160380,2,18,39
692267,1,8,2
690418,5,6,27
654167,1,19,27
256245,3,7,39
983994,5,2,31
576889,3,11,5
951582,4,9,11
392115,4,12,42
341623,2,12,20
628735,5,12,38
277276,3,11,4
521145,2,17,7
396298,5,9,4
645298,2,8,21
583623,3,12,45
579465,2,17,34
473511,2,20,37
685616,4,8,38
673250,5,11,21
491705,3,2,45
165219,3,4,17
906932,4,10,37
992754,3,18,8
874678,3,5,13
608324,2,18,19
300649,2,15,26
785767,2,17,11
26270,5,4,8
703338,4,1,32
732623,3,20,4
551111,5,19,26
108994,4,5,29
255354,1,11,2
681922,4,14,32
705718,1,20,41
126945,3,2,37
41805,5,16,20
271012,1,13,23
669929,3,17,19
64141,5,8,49
980752,3,11,13
803273,3,7,48
952788,2,14,41
378837,2,6,16
708084,1,5,34
452431,3,13,11
41752,2,11,46
21036,2,1,35
288326,1,1,40
786113,5,10,49
319421,3,15,33
395669,3,4,29
598433,4,11,42
243397,2,7,21
748454,1,11,14
440013,5,13,27
473805,5,5,28
400381,3,7,19
673699,5,9,42
986692,5,6,5
638880,1,16,36
942893,5,2,2
135150,4,1,11
680647,2,3,32
176254,5,20,8
465451,1,1,10
628422,2,4,42
785982,4,18,50
935715,3,18,20
711626,3,20,31
997673,1,18,8
661543,1,10,43
974180,5,9,30
953372,1,8,1
201323,5,13,3
366860,4,5,26
896093,5,10,33
958642,2,7,28
392603,4,13,2
582607,4,17,2
510056,3,17,27
604870,1,15,22
942513,2,13,20
751312,4,16,32
893177,3,11,17
528801,5,6,8
644140,4,8,4
646228,4,2,34
393030,5,13,36
632415,4,2,42
769570,3,4,16
681326,2,17,16
108789,2,13,11
341488,1,1,19
246013,1,20,36
152469,2,18,28
941423,1,1,2
614409,2,7,20
289042,5,19,6
908039,2,2,1
299939,1,7,25
345721,5,17,7
279701,2,3,49
309331,1,9,47
557818,4,19,23
462862,5,17,4
358914,1,6,10
357579,1,17,2
295998,3,11,13
373514,5,9,44
453774,5,1,31
922660,2,8,46
894501,1,13,3
650721,2,10,46
773017,1,2,34
899979,2,8,43
91449,3,13,20
78204,4,13,6
419478,5,12,29
57452,1,5,6
294346,5,18,20
893361,3,15,25
737182,3,10,3
318889,1,14,50
683163,1,5,14
669864,4,3,3
38071,1,20,6
590763,2,2,24
591831,4,2,32
748255,3,9,40
598408,1,8,28
123598,4,12,6
669954,4,8,4
136244,5,14,37
806114,5,12,5
306500,2,15,27
596181,4,11,21
899581,3,7,18
905221,5,7,25
268099,2,13,47
908672,4,12,31
657191,1,18,14
726246,1,2,5
474829,5,10,36
357114,5,11,32
438579,3,7,12
734740,3,11,47
808393,4,17,18
174381,5,16,9
733372,2,7,30
725169,5,18,50
934547,1,20,29
498059,4,10,10
144078,3,18,13
510292,4,15,10
77563,5,8,32
660279,3,6,22
218967,1,7,36
496588,5,9,9
206212,2,7,3
681775,4,1,48
732369,4,13,41
229199,2,3,37
233026,3,9,23
284253,5,20,50
461869,1,18,15
374813,4,6,37
101071,1,4,13
891468,2,16,26
465196,4,19,34
446106,4,16,41
925354,5,4,31
506429,1,9,41
203939,4,18,23
277837,4,4,3
514659,4,3,46
455954,2,17,47
925097,1,1,9
145561,1,4,21
968490,1,9,38
310730,1,3,11
710901,1,8,7
149381,1,20,19
26160,1,15,5
369465,5,5,26
225649,2,20,26
519584,4,5,25
946572,5,2,10
167088,5,10,5
591375,3,10,5
370626,3,7,31
660153,5,11,43
301609,2,6,46
447548,4,16,4
806557,5,13,34
943954,4,5,49
894015,1,19,49
260729,1,6,17
829784,3,1,45
765003,5,16,18
386122,1,5,13
171627,1,6,18
727651,5,14,11
908317,3,10,24
934828,3,20,22
46358,3,4,8
214378,4,5,21
245639,2,1,13
864511,1,11,27
412569,4,15,13
242843,1,18,24
316033,5,10,36
148069,4,5,48
288521,2,15,27
178652,1,4,43
180028,5,13,48
801068,4,17,19
201919,5,10,26
44741,5,10,31
524740,2,10,16
432246,4,1,20
797255,1,13,20
431942,5,17,9
343834,3,4,28
594010,3,7,8
996973,4,19,48
339055,3,6,9
559340,3,8,39
415021,2,9,12
738143,2,2,9
233203,3,16,41
594535,2,7,13
65014,2,3,5
291440,1,12,41
172319,1,10,16
606931,2,5,49
568356,1,5,20
168423,1,8,34
200173,2,4,36
195001,4,16,46
117656,5,19,40
678624,1,19,41
735873,2,17,27
378248,5,9,48
576356,5,8,7
392076,1,20,42
302249,5,3,10
803291,3,6,17
293801,4,7,37
385967,2,17,9
982441,2,6,10
765916,5,9,22
561351,3,18,34
268565,5,17,41
769038,1,16,5
48910,4,1,7
155425,5,8,2
397427,2,16,46
516009,3,19,34
171969,5,16,10
496343,5,15,2
513741,5,12,30
290007,1,20,31
624620,5,3,7
325254,4,2,1
194571,1,14,2
339264,5,17,18
618208,2,17,1
269259,2,5,15
600210,1,10,20
953189,3,17,20
499631,5,8,1
202768,1,9,19
744440,2,4,40
611583,3,10,10
627060,3,4,43
891107,1,17,43
623006,5,6,20
694011,3,20,18
837502,3,4,10
413259,4,19,10
520611,2,20,39
952216,3,6,8
529699,3,2,9
878819,4,4,49
818370,4,15,4
672788,1,4,15
895466,1,8,19
673705,3,17,39
564811,3,20,9
799550,5,16,45
421018,2,4,17
655896,1,16,42
118038,3,14,23
923188,1,2,5
830650,4,15,6
657383,2,2,47
154879,2,15,6
501213,4,13,24
618362,5,3,22
460837,1,13,50
488428,2,2,3
203319,2,18,25
336982,1,15,1
53251,4,6,21
998238,5,15,19
197239,1,1,21
988977,4,18,38
891531,2,9,39
248544,5,7,13
968310,4,15,29
736543,2,14,1
431359,2,2,21
54682,3,5,37
402040,2,7,38
337750,2,16,31
24621,5,13,10
108222,3,9,9
560350,2,8,49
803469,1,7,44
924121,4,9,31
123995,1,19,34
505756,5,6,33
185964,3,19,8
473736,3,3,38
813000,4,7,43
878115,2,4,20
930599,3,5,33
82976,5,3,31
487486,3,15,3
421690,4,14,36
714359,5,10,21
108358,1,12,49
961440,5,1,41
589449,5,18,32
470400,2,7,13
945353,2,1,27
57043,5,1,22
938004,1,11,48
121084,5,17,11
855486,2,8,46
536484,4,4,37
796070,1,15,39
347500,2,20,22
108770,1,11,33
162999,3,2,7
690567,2,2,24
910800,5,17,23
615008,3,9,10
98505,3,14,44
755819,5,10,40
135112,5,10,22
413666,5,8,46
559244,1,12,22
786455,3,16,31
727062,2,9,43
181747,5,19,3
127859,4,7,30
134119,3,7,24
369839,4,2,45
953877,5,16,11
201045,3,4,6
551730,2,2,34
554968,5,11,49
265510,1,4,16
396199,5,18,33
613680,3,9,37
445591,4,2,12
739774,5,10,45
680235,3,19,17
199723,2,17,7
831495,5,11,17
302386,1,1,46
204219,1,20,11
595283,5,20,23
539593,2,6,12
998621,3,2,14
238764,2,7,17
535567,2,9,47
316253,1,16,7
891836,4,10,35
324829,5,19,11
222760,2,18,41
496745,5,17,37
859283,2,9,31
937666,2,10,9
910491,3,16,6
166872,2,14,49
833800,4,1,37
522974,1,16,38
198200,5,12,48
308452,5,11,10
563069,5,12,45
535923,1,7,23
445941,3,8,4
775253,4,19,38
466969,1,1,21
667729,1,18,49
813817,2,8,36
23325,1,3,8
339529,2,19,19
476418,2,13,20
650533,2,7,31
113513,4,3,12
178772,1,10,22
881025,5,8,47
553468,2,4,43
953549,3,20,9
955207,2,5,31
925710,5,8,39
333576,1,11,42
831066,1,12,28
471576,5,13,33
529711,1,13,39
954707,2,16,11
878401,4,13,17
817618,4,12,41
832132,4,10,24
681366,5,2,13
894179,4,10,23
216016,5,6,11
768356,2,9,1
901955,3,5,37
593974,4,15,15
99798,3,15,41
549833,4,15,9
281001,3,20,2
398810,3,8,37
45305,5,3,44
169025,2,20,7
364158,1,15,35
196804,5,14,36
660641,2,7,24
505462,4,8,7
154605,1,13,45
268278,4,12,19
560477,5,5,20
227324,2,16,6
455828,3,17,40
24876,2,9,19
396846,5,16,11
851776,5,12,42
933426,2,9,34
410691,2,17,27
588026,3,15,45
427742,4,5,33
875846,5,9,13
516022,2,20,7
571906,5,19,46
35551,1,20,36
138223,2,2,47
110084,3,18,49
391074,4,6,12
87089,2,17,37
379697,1,3,35
864488,5,8,33
119861,1,3,41
855020,1,13,12
249092,4,15,14
500484,4,20,12
585566,3,8,2
375372,5,12,23
908519,4,5,36
123974,4,12,34
610123,3,4,34
355420,4,18,48
601980,1,1,27
125213,1,13,18
196057,3,15,23
695403,2,18,22
417694,4,7,7
789807,4,12,16
320179,3,17,13
996457,3,1,30
136082,3,13,27
619136,3,2,2
814719,1,13,40
359693,2,6,14
556019,1,5,23
128468,1,1,2
990958,2,20,16
703512,4,16,26
786589,1,10,32
388601,5,20,49
929655,4,4,7
599711,5,2,43
354700,2,12,16
306762,2,5,6
420277,2,8,29
978287,1,7,3
651682,5,7,41
298014,5,11,32
965371,3,19,31
478117,4,17,44
139347,4,13,22
815384,4,14,17
226701,5,4,24
774896,5,11,20
32835,2,2,9
382129,4,15,9
693584,3,15,10
195093,5,15,11
596534,3,6,15
438598,2,8,7
648046,3,2,9
675005,2,19,47
615398,4,14,18
717479,1,17,2
700888,5,15,19
667409,4,17,45
625380,4,2,36
845073,3,12,6
145722,4,12,46
888673,5,3,18
394597,1,4,8
815771,5,19,36
911957,1,9,6
545587,4,19,3
399845,4,4,39
41023,1,3,18
160848,5,17,5
150309,5,6,44
293054,2,19,39
603903,1,9,38
398178,4,14,35
260712,1,12,12
878738,3,20,44
43967,5,2,9
893822,2,6,50
732092,1,14,29
450726,2,15,4
293551,2,16,45
855130,3,12,12
633977,3,7,8
414138,4,12,47
712914,1,15,45
420581,4,14,42
97676,1,11,22
424968,5,15,10
909705,4,7,46
868584,3,19,20
485018,5,15,19
609816,3,15,32
881586,2,5,36
63957,4,4,21
634417,3,4,9
788867,4,18,39
490783,1,6,7
577752,3,7,41
304360,3,14,30
939314,5,7,33
517737,5,4,8
649073,2,2,7
616913,1,5,24
824518,2,4,45
191450,5,15,47
558326,2,19,46
937695,5,11,11
110238,3,4,34
400774,5,3,31
237398,3,1,39
849835,5,2,45
270605,2,13,48
542739,2,6,49
108520,3,1,49
37350,1,2,15
118599,4,19,27
302882,4,6,7
665293,4,9,37
221787,3,11,22
826491,2,3,4
592698,1,1,1
177704,3,14,2
328944,2,2,32
428716,2,2,31
33248,1,8,13
112028,5,4,21
630478,2,6,27
986641,3,5,3
197850,3,16,26
128542,2,2,48
501886,4,5,47
415005,5,7,37
27236,1,13,13
682381,4,8,27
366120,1,7,25
797933,3,15,42
417925,3,4,8
861372,3,11,10
590713,3,5,28
509348,4,1,40
781631,2,9,3
328514,5,7,44
355777,4,20,40
598773,5,7,8
392602,2,4,2
951279,1,16,35
710884,2,19,14
386639,1,11,32
446986,1,4,11
913159,2,20,21
850512,3,20,15
692275,2,19,40
315188,2,16,47
959473,1,20,40
606399,3,18,38
566439,1,12,42
295419,3,14,34
830170,1,1,6
740863,1,20,41
269035,4,6,14
155963,5,5,30
689471,3,3,14
399398,3,5,23
927202,4,16,31
812641,3,3,34
533592,2,12,36
206736,2,17,44
707662,2,2,28
203535,1,7,22
947460,2,4,7
234486,3,12,24
116649,5,1,33
453289,5,8,11
885949,2,8,45
404689,5,3,49
274734,3,14,13
329297,2,9,32
30067,4,6,15
357261,3,9,12
295781,5,7,31
221090,1,5,46
527754,1,15,6
134107,2,20,18
894441,5,13,45
139563,3,18,8
155144,3,4,7
139319,5,11,15
816838,3,4,28
770692,5,11,22
532207,3,3,3
115084,2,6,24
65017,3,9,49
110798,4,3,41
381524,4,18,6
266095,5,14,7
246581,1,8,23
392897,2,12,27
390756,1,2,2
643942,1,1,5
549135,1,2,32
830758,2,20,20
494190,4,4,2
882067,5,15,50
707753,3,4,41
650663,1,18,46
574474,3,4,7
344314,1,2,27
325686,4,13,28
599136,5,3,44
161450,2,6,9
803802,2,1,47
872837,3,4,22
129215,2,12,22
698277,5,4,47
481568,1,13,9
714916,5,5,7
482979,2,12,44
284191,1,14,16
627925,1,15,1
320070,4,17,49
601608,3,12,8
200867,4,2,46
263399,1,9,30
523747,1,14,36
944559,3,11,23
829416,4,18,50
450844,4,1,33
383087,4,15,50
83161,1,1,33
434485,3,13,40
953543,2,2,17
320097,2,12,39
67768,1,7,16
311817,1,16,24
785734,1,8,50
577699,5,13,47
958670,5,2,2
270257,2,17,30
244464,5,19,46
183231,1,13,11
795275,2,11,10
876046,1,3,45
345818,4,8,11
664509,2,10,39
21423,4,13,43
915814,2,7,23
124540,5,18,42
868043,5,1,41
953380,4,11,48
676970,2,8,41
137932,5,7,33
511383,4,18,17
275627,2,6,6
689385,4,20,31
993349,5,10,40
691961,4,4,26
610115,2,12,40
521323,3,13,38
601161,4,17,39
305710,4,9,19
634783,3,6,32
652860,4,10,50
187959,3,14,40
688693,1,3,42
778535,1,3,33
715444,2,15,2
467231,3,3,31
684061,1,8,42
856728,5,11,21
130833,5,2,28
357250,4,13,25
30822,5,7,44
734368,2,19,32
943334,2,1,22
976409,2,10,41
837398,4,12,39
26214,4,3,28
102847,3,7,26
340292,1,19,21
222587,3,12,35
493606,2,15,42
395746,2,4,13
72018,4,1,8
74209,2,19,18
977274,2,10,4
393593,2,7,23
323456,5,15,15
251827,5,12,37
116253,3,8,15
471038,1,5,22
776259,5,16,16
934048,4,20,37
504083,5,9,46
39080,3,5,15
441818,3,15,29
367512,3,17,14
852713,3,11,39
873894,2,11,2
848121,2,11,32
737104,5,4,12
567521,3,7,34
488125,1,14,10
445214,5,2,3
945733,3,5,23
103649,5,12,8
277279,2,13,50
945867,1,19,2
175400,2,4,25
305011,3,18,1
304615,4,16,2
638235,3,19,2
406602,3,10,4
492059,4,5,7
641345,4,20,33
755891,3,17,21
310891,4,6,50
990379,4,2,32
108930,1,4,30
195570,2,2,35
89310,4,19,30
142742,1,3,32
259994,3,8,25
572867,1,1,4
771079,3,5,6
116201,4,6,38
183468,3,12,24
144425,3,7,8
573295,3,5,19
261206,1,5,39
331744,4,5,42
961428,3,8,44
30520,2,18,48
117543,4,12,36
982970,3,4,18
82671,1,16,32
657358,5,1,16
994539,2,9,16
920004,3,20,36
915931,5,11,24
812672,5,5,43
119068,2,14,49
123686,1,14,41
792807,3,3,49
313890,3,5,42
637492,3,5,16
452524,3,6,40
517590,5,18,9
789164,1,12,45
945930,3,16,11
337096,1,3,44
981086,3,3,31
151167,3,9,23
564261,3,14,1
839068,3,8,18
27065,2,3,44
162462,1,19,2
105355,2,4,30
173997,4,18,31
987914,2,4,19
91400,1,7,21
254741,3,9,40
830333,2,14,24
258367,1,11,36
368778,4,7,44
514871,4,13,30
936718,5,15,44
697860,1,13,29
78805,1,3,42
626328,4,18,19
585271,2,10,45
80621,2,7,45
849971,1,10,27
492715,4,14,36
236729,3,16,25
287845,3,3,43
172951,1,18,14
101363,2,1,22
927645,3,4,16
940331,3,5,45
903778,4,9,41
511247,5,4,30
876852,1,9,18
844899,5,1,39
917924,2,18,42
526708,2,1,1
450273,5,2,8
536384,2,9,41
780899,1,10,50
883827,1,1,29
346672,2,1,39
986553,3,12,43
385912,4,12,41
769125,3,11,33
52114,5,17,9
105636,2,19,50
191364,5,17,2
225040,1,13,32
749804,4,15,3
95324,1,14,45
282563,2,16,39
739197,3,13,4
79410,1,1,26
954765,1,4,39
581647,2,11,36
846835,3,11,36
823979,3,17,46
74747,3,7,29
539047,4,17,27
766246,4,5,23
446964,4,17,13
989026,5,13,23
990002,3,9,47
513163,2,17,13
280876,2,6,34
986709,4,15,2
287294,1,3,27
421518,2,11,39
852404,1,8,37
50183,4,20,3
861057,3,13,41
802852,4,18,12
77293,1,20,12
221892,5,8,28
426219,3,7,31
187723,4,5,13
150126,1,8,43
526285,4,11,27
768028,4,17,36
994526,2,9,45
779400,4,1,46
364962,3,3,45
567118,3,14,35
544170,4,1,8
964293,1,5,21
220419,3,19,40
21582,4,9,30
291094,4,13,21
943361,1,9,35
458225,5,7,13
419253,5,20,41
329574,3,18,44
